production,movie_title 
" Apaches Entertainment, Cactus Flower Producciones, Dynamo",Out of the Dark
" No Limit Films, Shooting Star Pictures",Foolish
" The Directors Company, The Coppola Company, American Zoetrope",The Conversation
" Les Films des Tournelles, Les Films de Beyrouth, Roissy Films",Caramel
" Contend, Armory Films, Pelican Point Media",Cabin Fever
 Night and Day Pictures,Waitress
" Uchovsky Fox, Metro Productions, Ronen Ben-Tal Films",The Bubble
" Les Films du Carrosse, Les Productions Artistes Associés, Produzioni Associate Delphos",Mississippi Mermaid
 Entertainment One India Ltd.,Dil Jo Bhi Kahey...
" Cyan Pictures, Departure Entertainment, Departure Studios",I Love Your Work
 Cannon International,Bloodsport
 Columbia Pictures Corporation,Mr. Smith Goes to Washington
" Guys Upstairs, Independent Pictures (II), Kids NY Limited",Kids
" Samuel Goldwyn Films, Sony Pictures International, Destination Films",The Squid and the Whale
" Alliance Entertainment, Ego Film Arts, Miramax",Exótica
" Cinépix Film Properties (CFP), Lions Gate Films, Muse Productions",Buffalo '66
" Selznick International Pictures, Vanguard Films",Spellbound
" Headmon Entertainment & Productions, Radar Pictures",Kickboxer: Vengeance
" Alliance Films, IM Global, Haunted Movies",Insidious
 Edge City,Repo Man
" Fox Searchlight Pictures, Brad Zions Films, Eden Wurmfeld Films",Kissing Jessica Stein
" IFC Productions, Initial Entertainment Group (IEG), Elevation Filmworks",The Ballad of Jack and Rose
" 3 Arts Entertainment, The Mark Gordon Company",The To Do List
" FX Sound, Industrias Audiovisuales Argentinas S.A., J.Z. & Asociados",Nine Queens
" Davis-Films, Live Entertainment, PFG Entertainment",Matando Zoe
" Mac Guff Ligne, Cinephil, Dror Moreh Productions",The Gatekeepers
" Fuller Films, Seven Arts Pictures",The Believer
 Dreamline Pictures LLC,Unsullied
" USA Films, Scout Productions, October Films",Session 9
" 3 Arts Entertainment, Sawin' & Puddin' Productions LLC, The Weinstein Company",I Want Someone to Eat Cheese With
" Ameena Sky Media, Peace Film",Mooz-Lum
" Crossroads Films, Snow Blower Productions, True Love Productions",Snow Angels
" ArieScope Pictures, High Seas Entertainment, Radioaktive Film",Hatchet
 Charles Chaplin Productions,Modern Times
" C4 Pictures, Cush Productions",The Salon
" All Nighter Inc., LivePlanet, Miramax",Stolen Summer
" Dark Horse Entertainment, Image Entertainment",My Name Is Bruce
 Sontalia,Road Hard
" Charlie Guidance Productions, Flux Films, High Line Productions",Forty Shades of Blue
" Plum Pictures, Hanson Allen Films, Hart-Lunsford Pictures",Trucker
" Ponty Up Pictures, Shadow Shows",Pontypool
 Semi-Professional,Housebound
" Alliance, Automatik, Blumhouse Productions",The Lords of Salem
 ZOOR Films,Me You and Five Bucks
 Anarchist's Convention Films,Amigo
 Brave New Films,Wal-Mart: The High Cost of Low Price
" Cine Relevante, Fuzzy Productions",Once Upon a Time in Queens
" Cheap and Dirty Productions Inc., Téléfilm Canada, Showcase",Fetching Cody
 Nomadic Pictures,Mundo Mutante
" Agresywna Banda, Denis Friedman Productions, Mandragora Movies",Closer to the Moon
" Iron Circle Pictures, Sweet Tomato Films",Wind Walkers
" Status Media & Entertainment, Puppy Entertainment",Checkmate
" Brittany House Pictures, Emedia Films, Quixotic Road",Growing Up Smith
" Lowland Pictures, AST Studios",#Horror
 Walt Disney Productions,Snow White and the Seven Dwarfs
 Eden Rock Media,Incident at Loch Ness
" Palomar Pictures International, Kingston Film Productions Ltd., Central Cinema Company Film (CCC)",Shalako
" La Pasionaria S.r.l., R&C Produzioni, Teodora Film",The Holy Girl
 Brookstreet Pictures,Girl House
" Alfama Films, Arte France Cinéma, Arte France",O Quarto Azul
" ESX Entertainment, ESX Productions",The Dog Lover
" Summit Entertainment, The Steve Tisch Company, SKA Films","Lock, Stock and Two Smoking Barrels"
,House at the End of the Drive
" Nimbus Film Productions, Danmarks Radio (DR), Nordisk Film- & TV-Fond",The Celebration
" Twentieth Century Fox, William Dozier Productions, Greenlawn Productions",Batman: The Movie
" American Playhouse, Corporation for Public Broadcasting (CPB), Filmhaus Productions",The Ballad of Gregorio Cortez
" Addis Wechsler Pictures, Live Entertainment, Muse Productions",Trees Lounge
" Village Roadshow Pictures, Hard Eight Pictures, 20th Century Fox Television",Space: Above and Beyond            
" Quiet Revolution Pictures, Fridthjof Film, Téléfilm Canada",Eddie: The Sleepwalking Cannibal
" North by Northwest Entertainment, Privileged Communication",The Basket
" A Fire in the Lake, Old Photo Film",Journey from the Fall
" Aitysh Film, Kyrgyzfilm",Queen of the Mountains
" New World Pictures, Salter Street Films International",Def-Con 4
 Silver Nitrate,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It
" Quinn Martin Productions (QM), Warner Bros. Television",The Streets of San Francisco            
 Selznick International Pictures,Rebecca
" Intrinsic Value Films, Comedy Central Films, ContentFilm",The Hebrew Hammer
 Yash Raj Films,Neal 'N' Nikki
" Capstone Entertainment Group, Vindicated Pictures",Forget Me Not
 Paramount Pictures,The Lost Weekend
" Georgetown Productions Inc., Sean S. Cunningham Films",Friday the 13th Part 2
" Animated Family Films, Character Matters, Kurt Kelly Voice Over Actor",The Lion of Judah
" Cima Productions, Olmos Productions, Silent Giant Entertainment",Filly Brown
 Twentieth Century Fox,How Green Was My Valley
" C.H.U.D. Productions, New World Pictures",C.H.U.D.
 Transactional Pictures,The Girlfriend Experience            
 40 Acres & A Mule Filmworks,Da Sweet Blood of Jesus
 Twentieth Century Fox,Niagara
" Outlaw Productions (I), Virgin","Sex, Lies, and Videotape"
" Fox Searchlight Pictures, Jersey Shore, Cataland Films",Super Troopers
" Evolution Entertainment, Saw Productions Inc., Twisted Pictures",Saw
" IFC Productions, Mirabai Films, Pandora Filmproduktion",Casamento Debaixo de Chuva
 Zelko Films,The Algerian
 Alfred J. Hitchcock Productions,The Trouble with Harry
" Canibal Networks, Cine Canibal, Fondo para la Producción Cinematográfica de Calidad (FOPROCINE)",The Amazing Catfish
" Cheerleader LLC, Hate Kills Man (HKM), Ignite Entertainment",But I'm a Cheerleader
" Live Entertainment, Dog Eat Dog Productions Inc.",Reservoir Dogs
" Hart-Sharp Entertainment, Cappa Production, Crush Entertainment",You Can Count on Me
" Produzioni Europee Associate (PEA), Arturo González Producciones Cinematográficas, Constantin Film","The Good, the Bad and the Ugly"
" Hero Productions, Impact Productions LLC",Home Run
 Ruckus Films,Blue Like Jazz
 Twentieth Century Fox,The Blue Bird
 National Film Board of Canada (NFB),"Pink Ribbons, Inc."
" Whyte House Entertainment, Whyte House Productions",Down and Out with the Dolls
" Gullane, Africa Filmes, Globo Filmes",Que Horas Ela Volta?
 FilmDada,Certifiably Jonathan
" Blue Bally, FlipZide Pictures",Extreme Movie
" Acajou Films, Rebel Rebel, Birka Holding",Q
" 1405 Comunicaciones, La Navaja de Don Juan",The Knife of Don Juan
" Swipe Films, Morty-Stevie G Productions, Helkon SK",Grand Theft Parsons
" Icon Entertainment International, Icon Productions",Airborne
 Twilight Pictures,Below Zero
" Straight Jacket Films, Latitude Entertainment, Oriole Leaf Films",Crowsnest
 Warner Bros.,The Charge of the Light Brigade
 Justice for All Productions,Bleeding Hearts
" Eden Rock Media, Element Films, L.I.F.T. Production",Waiting...
" High Five Films, Wicked Within Movie",The Wicked Within
 Formosa Productions,Cotton Comes to Harlem
" Warp Films, Big Arty Productions, EM Media",Dead Man's Shoes
 Chromewood Productions,Beyond the Black Rainbow
 Global Creative Studios,Vencer em África
" Pt. Merantau Films, Celluloid Dreams, XYZ Films",The Raid: Redemption
" Crushedplanet.com, View Film",Sex with Strangers
" Conquest Productions, Manson International, Whisper Scream Limited Partnership",From a Whisper to a Scream
" Emu Creek Pictures, Screentime",Wolf Creek            
" Vonnie Von Helmolt Film, Canadian Broadcasting Corporation (CBC), Dracula Productions Inc.",Dracula: Pages from a Virgin's Diary
" Mungo Productions, Screen Australia, SBS Independent",O Segredo do Lago Mungo
 Warner Bros.,Casablanca
 Global Effects,The Dead Undead
 Arturo and Mario Productions,The Vatican Exorcisms
 Chartoff-Winkler Productions,Rocky
" Universal Pictures, Trumbull/Gruskoff Productions",Silent Running
 Woodfall Film Productions,Tom Jones
" 4 1/2 Film, Tandem Pictures",The Sleepwalker
 Yash Raj Films,Rocket Singh: Salesman of the Year
" Columbia Pictures Corporation, Columbia Pictures Corporation, Bill/Phillips",Taxi Driver
" Bazelevs Production, Blumhouse Productions",Unfriended
" Alcon Entertainment, FilmNation Entertainment, Oren Peli / Brian Witten Pictures",Chernobyl Diaries
" Embassy Pictures, International Film Investors, Wescom Productions",The Howling
 Eon Productions,Dr. No
" Incentive Filmed Entertainment, Silverwood Films, Hunting Lane Films",Blue Valentine
" Cinemarque Entertainment BV, Film Futures, Rivdel Films",Hellraiser
" Rogue Pictures, Hypnotic",Cry Wolf
 Pure Flix Productions,God's Not Dead 2
 Twentieth Century Fox,Beyond the Valley of the Dolls
 Belladonna Productions,Transamerica
" Insurge Pictures, Prototype, Room 101",The Devil Inside
 Toho Pictures,Godzilla 2000
" Paramount Classics, Concert Productions International, Shangri-La Entertainment",Shine a Light
" Worldview Entertainment, Dragonfly Entertainment, Sobras International Pictures",The Green Inferno
 Twentieth Century Fox,Love Me Tender
" British Film Institute (BFI), Amaro Films, Motion Group Pictures",Departure
" Fox Searchlight Pictures, Such Much Films, Rhino Films",The Sessions
" Lawrence Bender Productions, Participant Media",An Inconvenient Truth
 Republic Pictures (I),Sands of Iwo Jima
" Gravitas, Provident Films",October Baby
" Duplass Brothers Productions, Venture Forth",The Skeleton Twins
" Fox Searchlight Pictures, Cunningham & Maybach Films, Maybach Film Productions",Martha Marcy May Marlene
" Rooks Nest Entertainment, Sundial Pictures, Votiv Films",Obvious Child
 Robbins Entertainment,Next Stop Wonderland
" Cohen Media Group, Harwood Hunt Productions",Frozen River
" Magnolia Pictures, Participant Media, River Road Entertainment","Food, Inc."
" Fox Searchlight Pictures, Edward R. Pressman Film, Muse Productions",Two Girls and a Guy
 Silver Sphere Corporation,Bubba Ho-Tep
" Gil Friesen Productions, Tremolo Productions",20 Feet from Stardom
" Plinyminor, Electric Entertainment, Papercut Films",Who Killed the Electric Car?
" Channel Four Films, Electric, Good Machine",Walking and Talking
 Off Line Entertainment Group,Slam
" Kuzui Enterprises, MDP Worldwide, Avenging Conscience",Orgazmo
" Banner Entertainment, Meanwhile Films",The Broken Hearts Club: A Romantic Comedy
" The Culture Company, UTV Motion Pictures",Fiza
 Peer Oppenheimer Production Inc.,Blue Car
 Zion Films,Brigham City
" Jasmine Productions Inc., Jean Doumanian Productions, Muskat Filmed Properties",All the Real Girls
 3 Ring Circus Films,Dream with the Fishes
" July Street Entertainment, Sleeping Giant Productions",Luminarias
 RabbitBandini Productions,Palo Alto
" Inosan productions, Twenty Twenty Vision Filmproduktion GmbH, ARTE",Ajami
" No Matter Pictures, Crispy Films, Adam Sherman",Wristcutters: A Love Story
" Verisimilitude, WeWork Studios, Bersin Pictures",I Origins
" Final Cut for Real, Piraya Film A/S, Novaya Zemlya",The Act of Killing
" LivePlanet, Miramax",The Battle of Shaker Heights
" Discovery Channel, Jigsaw Productions, Tall Woods",Taxi to the Dark Side
" GreeneStreet Films, Longfellow Pictures, Sidney Kimmel Entertainment",Lisa Picard Is Famous
" Passion Pictures, Cactus Three, ESPN Original Entertainment",Once in a Lifetime: The Extraordinary Story of the New York Cosmos
 Antzworks,Antarctica: A Year on Ice
,Guiana 1838
" MPI Media Group, Constructovision, RingTheJing Entertainment",The House of the Devil
" Global Emerging Markets (GEM), HeLo",A Lego Brickumentary
 Skipstone Pictures,Hardflip
" Inspired Movies, Spice Team Entertainments",Chocolate: Deep Dark Secrets
" Stacey Testro International, Mark Victor Productions, Perfect Host",The Perfect Host
" Andell Entertainment, Blue Guitar Films",Safe Men
" Magic Entertainment Inc., Golan-Globus Productions, Miracle Entertainment",Speedway Junky
 Byronic Pose Productions,The Last Big Thing
" Brillstein-Grey Entertainment, Mindfire Entertainment",The Specials
" Pin Hole Productions LLC, The Weinstein Company",Alone with Her
 Duck Farm Films,16 to Life
" Ghost Robot, Greencard Pictures, Mathematic",Creative Control
 ApolloProMovie & Co. 1. Filmproduktion,Força Aérea 2
 Rival Pictures,Special
" Mantarraya Producciones, Tres Tunas, No Dream Cinema",Heli
" Cliffjack Motion Pictures, Conspiracy Entertainment (I), Sunshine Filmworks",Sparkler
" Next Wednesday Productions, Stonelock Pictures",The Jimmy Show
 Stained Iris Productions,The Helix... Loaded
 Showcase Films,Karachi se Lahore
" Honora, Brooks Media",Hits
" Big Easy Pictures, Divine Light Pictures",Loving Annabelle
 SuperMassive Films,Frat Party
 The Poker House,The Poker House
" Hairy Productions (II), Manly Brothers",Jimmy and Judy
" Childless, Granite Films",Childless
 THEntertainment,Proud
 Tricastle,The Party's Over
" Baleuko S.L., Bitart New Media, Departamento de Cultura del Gobierno Vasco",Hidden Away
 Typecast Pictures,ZMD: Zombies of Mass Destruction
" Hybrid, Rapid Heart Pictures",Snow White: A Deadly Summer
" Hybrid, Rapid Heart Pictures",Doc Holliday's Revenge
" Cicala Filmworks, Scarpe Diem Productions, Silver Shepherd",My Last Day Without You
" The Pet, TriCoast Worldwide",The Pet
 Corona Pictures,Truth or Die
" Platinum Media Group, Triumphant Pictures",Steppin: The Movie
 Submarine Entertainment,Black Rock
" ABC Pictures, Robertson and Associates, Selmur Productions",Charly
" Arrowstorm Entertainment, The Klimax",Zombie Hunter
" Intrepid Film Arts, JoBro Productions & Film Finance, Scythia Films",Bang Bang Baby
" Dry County Films, Fear Chamber Productions, MJ Films",Fear Clinic
" Sunchaser Entertainment, Before The Door Pictures, Favorit Film",Experiência Letal
" Tait Productions, Decipher Entertainment, LA Publicity",Ask Me Anything
